UID-2001,425,235.5,14,1
UID-2001,52,13.5,14,0
UID-2001,145,48.0,10,1
UID-2001,105,38.4,12,1
UID-2001,25,2.2,10,0
UID-2001,355,215.0,15,1
UID-2001,55,17.8,12,0
UID-2001,625,825.0,11,1
UID-2001,32,6.5,14,0
UID-2001,175,73.0,10,1
UID-2001,140,51.5,10,1
UID-2001,55,14.5,12,0
UID-2001,320,170.2,10,1
UID-2001,25,4.5,15,0
UID-2001,72,25.0,10,1
UID-2001,260,93.9,11,1
UID-2001,18,1.5,12,0
UID-2001,520,470.0,10,1
UID-2001,200,35.2,15,1
UID-2001,35,7.2,11,0
UID-2001,420,230.5,14,1
UID-2001,45,13.2,14,0
UID-2001,135,44.5,10,1
UID-2001,100,36.8,12,1
UID-2001,22,2.0,10,0
UID-2001,345,205.0,15,1
UID-2001,52,17.0,12,0
UID-2001,615,815.0,11,1
UID-2001,30,5.8,15,0
UID-2001,55,11.8,12,1
UID-2001,65,20.0,10,1
UID-2001,20,1.6,12,0
UID-2001,330,180.2,10,1
UID-2001,35,5.8,15,0
UID-2001,80,27.0,10,1
UID-2001,270,100.9,11,1
UID-2001,25,2.5,12,0
UID-2001,530,480.0,10,1
UID-2001,210,44.2,15,1
UID-2001,45,9.5,11,0
UID-2001,430,240.5,14,1
UID-2001,55,14.0,14,0
UID-2001,150,49.0,10,1
UID-2001,110,39.4,12,1
UID-2001,28,2.5,10,0
UID-2001,360,220.0,15,1
UID-2001,58,18.2,12,0
UID-2001,630,830.0,11,1
UID-2001,35,6.8,14,0
UID-2001,180,74.0,10,1
UID-2001,145,52.5,10,1
UID-2001,58,15.0,12,0
UID-2001,325,175.2,10,1
UID-2001,28,4.8,15,0
UID-2001,75,26.0,10,1
UID-2001,265,94.9,11,1
UID-2001,20,1.8,12,0
UID-2001,525,475.0,10,1
UID-2001,205,36.2,15,1
UID-2001,38,7.5,11,0
UID-2001,425,235.5,14,1
UID-2001,48,13.5,14,0
UID-2001,140,45.5,10,1
UID-2001,105,37.8,12,1
UID-2001,25,2.2,10,0
UID-2001,350,210.0,15,1
UID-2001,55,17.5,12,0
UID-2001,620,820.0,11,1
UID-2010,32,6.2,15,0
UID-2010,58,12.2,12,1
UID-2010,68,20.5,10,1
UID-2010,22,1.8,12,0
UID-2010,335,185.2,10,1
UID-2010,38,6.2,15,0
UID-2010,82,27.5,10,1
UID-2010,275,101.9,11,1
UID-2010,28,2.8,12,0
UID-2010,535,485.0,10,1
UID-2010,215,45.2,15,1
UID-2010,48,10.0,11,0
UID-2010,435,245.5,14,1
UID-2010,58,14.5,14,0
UID-2010,155,50.0,10,1
UID-2010,115,40.4,12,1
UID-2010,30,2.8,10,0
UID-2010,365,225.0,15,1
UID-2010,60,18.8,12,0
UID-2010,635,835.0,11,1
UID-2010,38,7.2,14,0
UID-2010,185,75.0,10,1
UID-2010,150,53.5,10,1
UID-2010,60,15.5,12,0
UID-2010,330,180.2,10,1
UID-2010,30,5.2,15,0
UID-2010,78,27.0,10,1
UID-2010,270,95.9,11,1
UID-2010,22,2.0,12,0
UID-2010,530,480.0,10,1
UID-2010,210,37.2,15,1
UID-2010,40,7.8,11,0
UID-2010,430,240.5,14,1
UID-2010,50,13.8,14,0
UID-2010,145,46.5,10,1
UID-2010,110,38.8,12,1
UID-2010,28,2.5,10,0
UID-2010,355,215.0,15,1
UID-2010,58,18.0,12,0
UID-2010,625,825.0,11,1
UID-2010,35,6.5,15,0
UID-2010,60,12.8,12,1
UID-2010,70,21.0,10,1
UID-2010,25,2.0,12,0
UID-2010,340,190.2,10,1
UID-2010,40,6.5,15,0
UID-2010,85,28.0,10,1
UID-2010,280,102.9,11,1
UID-2010,30,3.0,12,0
UID-2010,540,490.0,10,1
UID-2010,220,46.2,15,1
UID-2010,50,10.5,11,0
UID-2010,440,250.5,14,1
UID-2010,60,15.0,14,0
UID-2010,160,51.0,10,1
UID-2010,120,41.4,12,1
UID-2010,32,3.0,10,0
UID-2010,370,230.0,15,1
UID-2010,62,19.2,12,0
UID-2010,640,840.0,11,1
UID-2010,40,7.5,14,0
UID-2010,190,76.0,10,1
UID-2010,155,54.5,10,1
UID-2010,62,16.0,12,0
UID-2010,335,185.2,10,1
UID-2010,32,5.5,15,0
UID-2010,80,28.0,10,1
UID-2010,275,96.9,11,1
UID-2010,25,2.2,12,0
UID-2010,535,485.0,10,1
UID-2010,215,38.2,15,1
UID-2010,42,8.2,11,0
UID-2010,435,245.5,14,1
UID-2010,52,14.2,14,0
UID-2010,150,47.5,10,1
UID-2010,115,39.8,12,1
UID-2010,30,2.8,10,0
UID-2010,360,220.0,15,1
UID-2010,60,18.5,12,0
UID-2010,630,830.0,11,1
UID-2010,38,6.8,15,0
UID-2010,62,13.2,12,1
UID-2010,72,21.5,10,1
UID-2010,28,2.2,12,0
UID-2010,345,195.2,10,1
UID-2010,42,6.8,15,0
UID-2010,88,28.5,10,1
UID-2010,285,103.9,11,1
UID-2010,32,3.2,12,0
UID-2010,545,495.0,10,1
UID-2010,225,47.2,15,1
UID-2010,52,11.0,11,0
UID-2010,445,255.5,14,1
UID-2010,62,15.5,14,0
UID-2010,165,52.0,10,1
UID-2010,125,42.4,12,1
UID-2010,35,3.2,10,0
UID-2010,375,235.0,15,1
UID-2010,65,19.8,12,0
UID-2010,645,845.0,11,1
UID-2010,42,7.8,14,0
UID-2010,195,77.0,10,1
UID-2010,160,55.5,10,1
UID-2010,65,16.5,12,0
UID-2010,340,190.2,10,1
UID-2010,35,5.8,15,0
UID-2010,82,29.0,10,1
UID-2010,280,97.9,11,1
UID-2010,28,2.5,12,0
UID-2010,540,490.0,10,1
UID-2010,220,39.2,15,1
UID-2010,45,8.5,11,0
UID-2010,440,250.5,14,1
UID-2010,55,14.5,14,0
UID-2010,155,48.5,10,1
UID-2010,120,40.8,12,1
UID-2010,32,3.0,10,0
UID-2010,365,225.0,15,1
UID-2010,62,19.0,12,0
UID-2010,635,835.0,11,1
UID-2010,40,7.2,15,0
UID-2010,65,13.8,12,1
UID-2010,75,22.0,10,1
UID-2010,30,2.5,12,0
UID-2010,350,200.2,10,1
UID-2010,45,7.2,15,0
UID-2010,90,29.0,10,1
UID-2010,290,104.9,11,1
UID-2010,35,3.5,12,0
UID-2010,550,500.0,10,1
UID-2010,230,48.2,15,1
UID-2010,55,11.5,11,0
UID-2010,450,260.5,14,1
UID-2010,65,16.0,14,0
UID-2010,170,53.0,10,1
UID-2010,130,43.4,12,1
UID-2010,38,3.5,10,0
UID-2010,380,240.0,15,1
UID-2010,68,20.2,12,0
UID-2010,650,850.0,11,1
UID-2010,45,8.2,14,0
UID-2010,200,78.0,10,1
UID-2010,165,56.5,10,1
UID-2010,68,17.0,12,0
UID-2010,345,195.2,10,1
UID-2010,38,6.2,15,0
UID-2010,85,30.0,10,1
UID-2010,285,98.9,11,1
UID-2010,30,2.8,12,0
UID-2010,545,495.0,10,1
UID-2010,225,40.2,15,1
UID-2010,48,8.8,11,0
UID-2002,445,255.5,14,1
UID-2002,58,14.8,14,0
UID-2002,160,49.5,10,1
UID-2002,125,41.8,12,1
UID-2002,35,3.2,10,0
UID-2002,370,230.0,15,1
UID-2002,65,19.5,12,0
UID-2002,640,840.0,11,1
UID-2002,42,7.5,15,0
UID-2002,68,14.2,12,1
UID-2002,78,22.5,10,1
UID-2002,32,2.8,12,0
UID-2002,355,205.2,10,1
UID-2002,48,7.5,15,0
UID-2002,92,29.5,10,1
UID-2002,295,105.9,11,1
UID-2002,38,3.8,12,0
UID-2002,555,505.0,10,1
UID-2002,235,49.2,15,1
UID-2002,58,12.0,11,0
UID-2002,455,265.5,14,1
UID-2002,68,16.5,14,0
UID-2002,175,54.0,10,1
UID-2002,135,44.4,12,1
UID-2002,40,3.8,10,0
UID-2002,385,245.0,15,1
UID-2002,70,20.8,12,0
UID-2002,655,855.0,11,1
UID-2002,48,8.5,14,0
UID-2002,205,79.0,10,1
UID-2002,170,57.5,10,1
UID-2002,70,17.5,12,0
UID-2002,350,200.2,10,1
UID-2002,40,6.5,15,0
UID-2002,88,31.0,10,1
UID-2002,290,99.9,11,1
UID-2002,32,3.0,12,0
UID-2002,550,500.0,10,1
UID-2002,230,41.2,15,1
UID-2002,50,9.2,11,0
UID-2002,450,260.5,14,1
UID-2002,60,15.2,14,0
UID-2002,165,50.5,10,1
UID-2002,130,42.8,12,1
UID-2002,38,3.5,10,0
UID-2002,375,235.0,15,1
UID-2002,68,20.0,12,0
UID-2002,645,845.0,11,1
UID-2002,45,7.8,15,0
UID-2002,70,14.8,12,1
UID-2002,80,23.0,10,1
UID-2002,35,3.0,12,0
UID-2002,360,210.2,10,1
UID-2002,50,7.8,15,0
UID-2002,95,30.0,10,1
UID-2002,300,106.9,11,1
UID-2002,40,4.0,12,0
UID-2002,560,510.0,10,1
UID-2002,240,50.2,15,1
UID-2002,60,12.5,11,0
UID-2002,460,270.5,14,1
UID-2002,70,17.0,14,0
UID-2002,180,55.0,10,1
UID-2002,140,45.4,12,1
UID-2002,42,4.0,10,0
UID-2002,390,250.0,15,1
UID-2002,72,21.2,12,0
UID-2002,660,860.0,11,1
UID-2002,50,8.8,14,0
UID-2002,210,80.0,10,1
UID-2002,175,58.5,10,1
UID-2002,72,18.0,12,0
UID-2002,355,205.2,10,1
UID-2002,42,6.8,15,0
UID-2002,90,32.0,10,1
UID-2002,295,100.9,11,1
UID-2002,35,3.2,12,0
UID-2002,555,505.0,10,1
UID-2002,235,42.2,15,1
UID-2002,52,9.5,11,0
UID-2002,455,265.5,14,1
UID-2002,62,15.5,14,0
UID-2002,170,51.5,10,1
UID-2002,135,43.8,12,1
UID-2002,40,3.8,10,0
UID-2002,380,240.0,15,1
UID-2002,70,20.5,12,0
UID-2002,650,850.0,11,1
UID-2002,48,8.2,15,0
UID-2002,72,15.2,12,1
UID-2002,82,23.5,10,1
UID-2002,38,3.2,12,0
UID-2002,365,215.2,10,1
UID-2002,52,8.2,15,0
UID-2002,98,30.5,10,1
UID-2002,305,107.9,11,1
UID-2002,42,4.2,12,0
UID-2002,565,515.0,10,1
UID-2002,245,51.2,15,1
UID-2002,62,13.0,11,0
UID-2002,465,275.5,14,1
UID-2002,72,17.5,14,0
UID-2002,185,56.0,10,1
UID-2002,145,46.4,12,1
UID-2002,45,4.2,10,0
UID-2002,395,255.0,15,1
UID-2002,75,21.8,12,0
UID-2002,665,865.0,11,1
UID-2002,52,9.2,14,0
UID-2002,215,81.0,10,1
UID-2002,180,59.5,10,1
UID-2012,75,18.5,12,0
UID-2012,360,210.2,10,1
UID-2012,45,7.2,15,0
UID-2012,92,33.0,10,1
UID-2012,300,101.9,11,1
UID-2012,38,3.5,12,0
UID-2012,560,510.0,10,1
UID-2012,240,43.2,15,1
UID-2012,55,9.8,11,0
UID-2012,460,270.5,14,1
UID-2012,65,15.8,14,0
UID-2012,175,52.5,10,1
UID-2012,140,44.8,12,1
UID-2012,42,4.0,10,0
UID-2012,385,245.0,15,1
UID-2012,72,21.0,12,0
UID-2012,655,855.0,11,1
UID-2012,50,8.5,15,0
UID-2012,75,15.8,12,1
UID-2012,85,24.0,10,1
UID-2012,40,3.5,12,0
UID-2012,370,220.2,10,1
UID-2012,55,8.5,15,0
UID-2012,100,31.0,10,1
UID-2012,310,108.9,11,1
UID-2012,45,4.5,12,0
UID-2012,570,520.0,10,1
UID-2012,250,52.2,15,1
UID-2012,65,13.5,11,0
UID-2012,470,280.5,14,1
UID-2012,75,18.0,14,0
UID-2012,190,57.0,10,1
UID-2012,150,47.4,12,1
UID-2012,48,4.5,10,0
UID-2012,400,260.0,15,1
UID-2012,78,22.2,12,0
UID-2012,670,870.0,11,1
UID-2012,55,9.5,14,0
UID-2012,220,82.0,10,1
UID-2012,185,60.5,10,1
UID-2012,78,19.0,12,0
UID-2012,365,215.2,10,1
UID-2012,48,7.5,15,0
UID-2012,95,34.0,10,1
UID-2012,305,102.9,11,1
UID-2012,40,3.8,12,0
UID-2012,565,515.0,10,1
UID-2012,245,44.2,15,1
UID-2012,58,10.2,11,0
UID-2012,465,275.5,14,1
UID-2012,68,16.2,14,0
UID-2012,180,53.5,10,1
UID-2012,145,45.8,12,1
UID-2012,45,4.2,10,0
UID-2012,390,250.0,15,1
UID-2012,75,21.5,12,0
UID-2012,660,860.0,11,1
UID-2012,52,8.8,15,0
UID-2012,78,16.2,12,1
UID-2012,88,24.5,10,1
UID-2012,42,3.8,12,0
UID-2012,375,225.2,10,1
UID-2012,58,8.8,15,0
UID-2012,102,31.5,10,1
UID-2012,315,109.9,11,1
UID-2012,48,4.8,12,0
UID-2012,575,525.0,10,1
UID-2012,255,53.2,15,1
UID-2012,68,14.0,11,0
UID-2012,475,285.5,14,1
UID-2012,78,18.5,14,0
UID-2012,195,58.0,10,1
UID-2012,155,48.4,12,1
UID-2012,50,4.8,10,0
UID-2012,405,265.0,15,1
UID-2012,80,22.8,12,0
UID-2012,675,875.0,11,1
UID-2012,58,9.8,14,0
UID-2012,225,83.0,10,1
UID-2012,190,61.5,10,1
UID-2012,80,19.5,12,0
UID-2012,370,220.2,10,1
UID-2012,50,7.8,15,0
UID-2012,98,35.0,10,1
UID-2012,310,103.9,11,1
UID-2012,42,4.0,12,0
UID-2012,570,520.0,10,1
UID-2012,250,45.2,15,1
UID-2012,60,10.5,11,0
UID-2012,470,280.5,14,1
UID-2012,70,16.5,14,0
UID-2012,185,54.5,10,1
UID-2012,150,46.8,12,1
UID-2012,48,4.5,10,0
UID-2012,395,255.0,15,1
UID-2012,78,22.0,12,0
UID-2012,665,865.0,11,1
UID-2012,55,9.2,15,0
UID-2012,80,16.8,12,1
UID-2012,90,25.0,10,1
UID-2012,45,4.0,12,0
UID-2012,380,230.2,10,1
UID-2012,60,9.2,15,0
UID-2012,105,32.0,10,1
UID-2012,320,110.9,11,1
UID-2012,50,5.0,12,0
UID-2012,580,530.0,10,1
UID-2012,260,54.2,15,1
UID-2012,70,14.5,11,0
UID-2012,480,290.5,14,1
UID-2012,80,19.0,14,0
UID-2012,200,59.0,10,1
UID-2012,160,49.4,12,1
UID-2012,52,5.0,10,0
UID-2012,410,270.0,15,1
UID-2012,82,23.2,12,0
UID-2012,680,880.0,11,1
UID-2012,60,10.2,14,0
UID-2003,230,84.0,10,1
UID-2003,195,62.5,10,1
UID-2003,82,20.0,12,0
UID-2003,375,225.2,10,1
UID-2003,52,8.2,15,0
UID-2003,100,36.0,10,1
UID-2003,315,104.9,11,1
UID-2003,45,4.2,12,0
UID-2003,575,525.0,10,1
UID-2003,255,46.2,15,1
UID-2003,62,10.8,11,0
UID-2003,475,285.5,14,1
UID-2003,72,16.8,14,0
UID-2003,190,55.5,10,1
UID-2003,155,47.8,12,1
UID-2003,50,4.8,10,0
UID-2003,400,260.0,15,1
UID-2003,80,22.5,12,0
UID-2003,670,870.0,11,1
UID-2003,58,9.5,15,0
UID-2003,82,17.2,12,1
UID-2003,92,25.5,10,1
UID-2003,48,4.2,12,0
UID-2003,385,235.2,10,1
UID-2003,62,9.5,15,0
UID-2003,108,32.5,10,1
UID-2003,325,111.9,11,1
UID-2003,52,5.2,12,0
UID-2003,585,535.0,10,1
UID-2003,265,55.2,15,1
UID-2003,72,15.0,11,0
UID-2003,485,295.5,14,1
UID-2003,82,19.5,14,0
UID-2003,205,60.0,10,1
UID-2003,165,50.4,12,1
UID-2003,55,5.2,10,0
UID-2003,415,275.0,15,1
UID-2003,85,23.8,12,0
UID-2003,685,885.0,11,1
UID-2003,62,10.5,14,0
UID-2003,235,85.0,10,1
UID-2003,200,63.5,10,1
UID-2003,85,20.5,12,0
UID-2003,380,230.2,10,1
UID-2003,55,8.5,15,0
UID-2003,102,37.0,10,1
UID-2003,320,105.9,11,1
UID-2003,48,4.5,12,0
UID-2003,580,530.0,10,1
UID-2003,260,47.2,15,1
UID-2003,65,11.2,11,0
UID-2003,480,290.5,14,1
UID-2003,75,17.2,14,0
UID-2003,195,56.5,10,1
UID-2003,160,48.8,12,1
UID-2003,52,5.0,10,0
UID-2003,405,265.0,15,1
UID-2003,82,23.0,12,0
UID-2003,675,875.0,11,1
UID-2003,60,9.8,15,0
UID-2003,85,17.8,12,1
UID-2003,95,26.0,10,1
UID-2003,50,4.5,12,0
UID-2003,390,240.2,10,1
UID-2003,65,9.8,15,0
UID-2003,110,33.0,10,1
UID-2003,330,112.9,11,1
UID-2003,55,5.5,12,0
UID-2003,590,540.0,10,1
UID-2003,270,56.2,15,1
UID-2003,75,15.5,11,0
UID-2003,490,300.5,14,1
UID-2003,85,20.0,14,0
UID-2003,210,61.0,10,1
UID-2003,170,51.4,12,1
UID-2003,58,5.5,10,0
UID-2003,420,280.0,15,1
UID-2003,88,24.2,12,0
UID-2003,690,890.0,11,1
UID-2003,65,10.8,14,0
UID-2003,240,86.0,10,1
UID-2003,205,64.5,10,1
UID-2003,88,21.0,12,0
UID-2003,385,235.2,10,1
UID-2003,58,8.8,15,0
UID-2003,105,38.0,10,1
UID-2003,325,106.9,11,1
UID-2003,50,4.8,12,0
UID-2003,585,535.0,10,1
UID-2003,265,48.2,15,1
UID-2003,68,11.5,11,0
UID-2003,485,295.5,14,1
UID-2003,78,17.5,14,0
UID-2003,200,57.5,10,1
UID-2003,165,49.8,12,1
UID-2003,55,5.2,10,0
UID-2003,410,270.0,15,1
UID-2003,85,23.5,12,0
UID-2003,680,880.0,11,1
UID-2003,62,10.2,15,0
UID-2003,88,18.2,12,1
UID-2003,98,26.5,10,1
UID-2003,52,4.8,12,0
UID-2003,395,245.2,10,1
UID-2003,68,10.2,15,0
UID-2003,112,33.5,10,1
UID-2013,335,113.9,11,1
UID-2013,58,5.8,12,0
UID-2013,595,545.0,10,1
UID-2013,275,57.2,15,1
UID-2013,78,16.0,11,0
UID-2013,495,305.5,14,1
UID-2013,88,20.5,14,0
UID-2013,215,62.0,10,1
UID-2013,175,52.4,12,1
UID-2013,60,5.8,10,0
UID-2013,425,285.0,15,1
UID-2013,90,24.8,12,0
UID-2013,695,895.0,11,1
UID-2013,68,11.2,14,0
UID-2013,245,87.0,10,1
UID-2013,210,65.5,10,1
UID-2013,90,21.5,12,0
UID-2013,390,240.2,10,1
UID-2013,60,9.2,15,0
UID-2013,108,39.0,10,1
UID-2013,330,107.9,11,1
UID-2013,52,5.0,12,0
UID-2013,590,540.0,10,1
UID-2013,270,49.2,15,1
UID-2013,70,11.8,11,0
UID-2013,490,300.5,14,1
UID-2013,80,17.8,14,0
UID-2013,205,58.5,10,1
UID-2013,170,50.8,12,1
UID-2013,58,5.5,10,0
UID-2013,415,275.0,15,1
UID-2013,88,24.0,12,0
UID-2013,685,885.0,11,1
UID-2013,65,10.5,15,0
UID-2013,90,18.8,12,1
UID-2013,100,27.0,10,1
UID-2013,55,5.0,12,0
UID-2013,400,250.2,10,1
UID-2013,70,10.5,15,0
UID-2013,115,34.0,10,1
UID-2013,340,114.9,11,1
UID-2013,60,6.0,12,0
UID-2013,600,550.0,10,1
UID-2013,280,58.2,15,1
UID-2013,80,16.5,11,0
UID-2013,500,310.5,14,1
UID-2013,90,21.0,14,0
UID-2013,220,63.0,10,1
UID-2013,180,53.4,12,1
UID-2013,62,6.0,10,0
UID-2013,430,290.0,15,1
UID-2013,92,25.2,12,0
UID-2013,700,900.0,11,1
UID-2013,70,11.5,14,0
UID-2013,250,88.0,10,1
UID-2013,215,66.5,10,1
UID-2013,92,22.0,12,0
UID-2013,395,245.2,10,1
UID-2013,62,9.5,15,0
UID-2013,110,40.0,10,1
UID-2013,335,108.9,11,1
UID-2013,55,5.2,12,0
UID-2013,595,545.0,10,1
UID-2013,275,50.2,15,1
UID-2013,72,12.2,11,0
UID-2013,495,305.5,14,1
UID-2013,82,18.2,14,0
UID-2013,210,59.5,10,1
UID-2013,175,51.8,12,1
UID-2013,60,5.8,10,0
UID-2013,420,280.0,15,1
UID-2013,90,24.5,12,0
UID-2013,690,890.0,11,1
UID-2013,68,10.8,15,0
UID-2013,92,19.2,12,1
UID-2013,102,27.5,10,1
UID-2013,58,5.2,12,0
UID-2013,405,255.2,10,1
UID-2013,72,10.8,15,0
UID-2013,118,34.5,10,1
UID-2013,345,115.9,11,1
UID-2013,62,6.2,12,0
UID-2013,605,555.0,10,1
UID-2013,285,59.2,15,1
UID-2013,82,17.0,11,0
UID-2013,505,315.5,14,1
UID-2013,92,21.5,14,0
UID-2013,225,64.0,10,1
UID-2013,185,54.4,12,1
UID-2013,65,6.2,10,0
UID-2013,435,295.0,15,1
UID-2013,95,25.8,12,0
UID-2013,705,905.0,11,1
UID-2013,72,11.8,14,0
UID-2013,255,89.0,10,1
UID-2013,220,67.5,10,1
UID-2013,95,22.5,12,0
UID-2013,400,250.2,10,1
UID-2013,65,9.8,15,0
UID-2013,112,41.0,10,1
UID-2013,340,109.9,11,1
UID-2013,58,5.5,12,0
UID-2013,600,550.0,10,1
UID-2013,280,51.2,15,1
UID-2013,75,12.5,11,0
UID-2013,500,310.5,14,1
UID-2013,85,18.5,14,0
UID-2013,215,60.5,10,1
UID-2013,180,52.8,12,1
UID-2013,62,6.0,10,0
UID-2013,425,285.0,15,1
UID-2013,92,25.0,12,0
UID-2013,695,895.0,11,1
UID-2013,70,11.2,15,0
UID-2013,95,19.8,12,1
UID-2013,105,28.0,10,1
UID-2004,60,5.5,12,0
UID-2004,410,260.2,10,1
UID-2004,75,11.2,15,0
UID-2004,120,35.0,10,1
UID-2004,350,116.9,11,1
UID-2004,65,6.5,12,0
UID-2004,610,560.0,10,1
UID-2004,290,60.2,15,1
UID-2004,85,17.5,11,0
UID-2004,510,320.5,14,1
UID-2004,95,22.0,14,0
UID-2004,230,65.0,10,1
UID-2004,190,55.4,12,1
UID-2004,68,6.5,10,0
UID-2004,440,300.0,15,1
UID-2004,98,26.2,12,0
UID-2004,710,910.0,11,1
UID-2004,75,12.2,14,0
UID-2004,260,90.0,10,1
UID-2004,225,68.5,10,1
UID-2004,98,23.0,12,0
UID-2004,405,255.2,10,1
UID-2004,68,10.2,15,0
UID-2004,115,42.0,10,1
UID-2004,345,110.9,11,1
UID-2004,60,5.8,12,0
UID-2004,605,555.0,10,1
UID-2004,285,52.2,15,1
UID-2004,78,12.8,11,0
UID-2004,505,315.5,14,1
UID-2004,88,18.8,14,0
UID-2004,220,61.5,10,1
UID-2004,185,53.8,12,1
